name,smiles,vina,aryl,core,linker,warhead,MW,QED,sim_parent
gen_CF3-ph_9Me-pu_azet_acryl,C=CC(=O)N1CC2CN=c3c(ncn3C)=C(c3ccc(C(F)(F)F)cc3)N=C21,-5.712,CF3-phenyl,9Me-purine,azetidine,acrylamide,387.4,0.729,0.354
gen_biphen_9Me-pu_pyrr_fluor,C=C(F)C(=O)N1CCC2CN=c3c(ncn3C)=C(c3ccc(-c4ccccc4)cc3)N=C21,-5.708,biphenyl,9Me-purine,pyrrolidine,fluoroacrylamide,427.5,0.604,0.264
gen_CF3-ph_9Me-pu_pipe_acryl,C=CC(=O)N1CCC2CCN=c3c(ncn3C)=C(c3ccc(C(F)(F)F)cc3)N=C21,-5.701,CF3-phenyl,9Me-purine,piperidine,acrylamide,415.4,0.705,0.356
gen_OCF3-p_9Me-pu_azet_cyclo,Cn1cnc2c1=NCC1CN(C(=O)C3CC3)C1=NC=2c1ccc(OC(F)(F)F)cc1,-5.698,OCF3-phenyl,9Me-purine,azetidine,cyclopropanecarbonyl,417.4,0.758,0.373
gen_OCHF2-_9Me-pu_azet_cyclo,Cn1cnc2c1=NCC1CN(C(=O)C3CC3)C1=NC=2c1ccc(OC(F)F)cc1,-5.696,OCHF2-phenyl,9Me-purine,azetidine,cyclopropanecarbonyl,399.4,0.772,0.278
gen_CN-phe_9Me-pu_pipe_cyclo,Cn1cnc2c1=NCCC1CCN(C(=O)C3CC3)C1=NC=2c1ccc(C#N)cc1,-5.696,CN-phenyl,9Me-purine,piperidine,cyclopropanecarbonyl,386.5,0.775,0.234
gen_CN-phe_thieno_pyrr_acety,CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(C#N)cc3)N=C21,-5.695,CN-phenyl,thienopyrimidine,pyrrolidine,acetyl,348.4,0.787,0.179
gen_OCHF2-_9Me-pu_azet_fluor,C=C(F)C(=O)N1CC2CN=c3c(ncn3C)=C(c3ccc(OC(F)F)cc3)N=C21,-5.694,OCHF2-phenyl,9Me-purine,azetidine,fluoroacrylamide,403.4,0.719,0.281
gen_pyridy_thieno_pipe_cyclo,O=C(C1CC1)N1CCC2CCN=c3sccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,-5.692,pyridyl-CF3,thienopyrimidine,piperidine,cyclopropanecarbonyl,432.5,0.733,0.178
gen_OCF3-p_9Me-pu_azet_acryl,C=CC(=O)N1CC2CN=c3c(ncn3C)=C(c3ccc(OC(F)(F)F)cc3)N=C21,-5.691,OCF3-phenyl,9Me-purine,azetidine,acrylamide,403.4,0.722,0.468
gen_OCF3-p_9Me-pu_pyrr_cyclo,Cn1cnc2c1=NCC1CCN(C(=O)C3CC3)C1=NC=2c1ccc(OC(F)(F)F)cc1,-5.679,OCF3-phenyl,9Me-purine,pyrrolidine,cyclopropanecarbonyl,431.4,0.744,0.376
gen_pyridy_thieno_pipe_acety,CC(=O)N1CCC2CCN=c3sccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,-5.675,pyridyl-CF3,thienopyrimidine,piperidine,acetyl,406.4,0.731,0.192
gen_CF3-ph_9Me-pu_pipe_cyclo,Cn1cnc2c1=NCCC1CCN(C(=O)C3CC3)C1=NC=2c1ccc(C(F)(F)F)cc1,-5.673,CF3-phenyl,9Me-purine,piperidine,cyclopropanecarbonyl,429.4,0.735,0.275
gen_biphen_9Me-pu_pipe_propi,C#CC(=O)N1CCC2CCN=c3c(ncn3C)=C(c3ccc(-c4ccccc4)cc3)N=C21,-5.666,biphenyl,9Me-purine,piperidine,propiolamide,421.5,0.596,0.237
gen_OCF3-p_7-deaz_pipe_cyclo,O=C(C1CC1)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(OC(F)(F)F)cc3)N=C21,-5.662,OCF3-phenyl,7-deazapurine,piperidine,cyclopropanecarbonyl,430.4,0.814,0.3
gen_CN-phe_thieno_pipe_propi,C#CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(C#N)cc3)N=C21,-5.66,CN-phenyl,thienopyrimidine,piperidine,propiolamide,372.5,0.715,0.162
gen_CN-phe_thieno_pipe_fluor,C=C(F)C(=O)N1CCC2CCN=c3sccc3=C(c3ccc(C#N)cc3)N=C21,-5.659,CN-phenyl,thienopyrimidine,piperidine,fluoroacrylamide,392.5,0.737,0.182
gen_OCHF2-_7-deaz_pipe_cyclo,O=C(C1=CCC1)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(OC(F)F)cc3)N=C21,-5.653,OCHF2-phenyl,7-deazapurine,piperidine,cyclobutenylamide,424.5,0.82,0.266
gen_OCF3-p_7-deaz_pipe_fluor,C=C(F)C(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(OC(F)(F)F)cc3)N=C21,-5.643,OCF3-phenyl,7-deazapurine,piperidine,fluoroacrylamide,434.4,0.596,0.308
gen_OCF3-p_thieno_pipe_fluor,C=C(F)C(=O)N1CCC2CCN=c3sccc3=C(c3ccc(OC(F)(F)F)cc3)N=C21,-5.635,OCF3-phenyl,thienopyrimidine,piperidine,fluoroacrylamide,451.4,0.53,0.308
gen_OCHF2-_9Me-pu_pipe_acryl,C=CC(=O)N1CCC2CCN=c3c(ncn3C)=C(c3ccc(OC(F)F)cc3)N=C21,-5.628,OCHF2-phenyl,9Me-purine,piperidine,acrylamide,413.4,0.716,0.36
gen_biphen_9Me-pu_pipe_cyclo,Cn1cnc2c1=NCCC1CCN(C(=O)C3CC3)C1=NC=2c1ccc(-c2ccccc2)cc1,-5.626,biphenyl,9Me-purine,piperidine,cyclopropanecarbonyl,437.5,0.633,0.242
gen_CN-phe_9Me-pu_pipe_fluor,C=C(F)C(=O)N1CCC2CCN=c3c(ncn3C)=C(c3ccc(C#N)cc3)N=C21,-5.622,CN-phenyl,9Me-purine,piperidine,fluoroacrylamide,390.4,0.722,0.253
gen_CF3-ph_thieno_pipe_acety,CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,-5.614,CF3-phenyl,thienopyrimidine,piperidine,acetyl,405.4,0.719,0.215
gen_biphen_9Me-pu_azet_fluor,C=C(F)C(=O)N1CC2CN=c3c(ncn3C)=C(c3ccc(-c4ccccc4)cc3)N=C21,-5.612,biphenyl,9Me-purine,azetidine,fluoroacrylamide,413.5,0.618,0.253
gen_CN-phe_thieno_pipe_acety,CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(C#N)cc3)N=C21,-5.605,CN-phenyl,thienopyrimidine,piperidine,acetyl,362.5,0.779,0.177
gen_biphen_thieno_pipe_cyclo,O=C(C1=CCC1)N1CCC2CCN=c3sccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,-5.594,biphenyl,thienopyrimidine,piperidine,cyclobutenylamide,451.6,0.576,0.228
gen_CF3-ph_9Me-pu_azet_acety,CC(=O)N1CC2CN=c3c(ncn3C)=C(c3ccc(C(F)(F)F)cc3)N=C21,-5.594,CF3-phenyl,9Me-purine,azetidine,acetyl,375.4,0.75,0.282
gen_OCHF2-_thieno_pyrr_cyclo,O=C(C1CC1)N1CCC2CN=c3sccc3=C(c3ccc(OC(F)F)cc3)N=C21,-5.593,OCHF2-phenyl,thienopyrimidine,pyrrolidine,cyclopropanecarbonyl,415.5,0.771,0.208
gen_CN-phe_9Me-pu_pipe_cyclo,Cn1cnc2c1=NCCC1CCN(C(=O)C3=CCC3)C1=NC=2c1ccc(C#N)cc1,-5.584,CN-phenyl,9Me-purine,piperidine,cyclobutenylamide,398.5,0.767,0.297
gen_OCHF2-_9Me-pu_pyrr_fluor,C=C(F)C(=O)N1CCC2CN=c3c(ncn3C)=C(c3ccc(OC(F)F)cc3)N=C21,-5.575,OCHF2-phenyl,9Me-purine,pyrrolidine,fluoroacrylamide,417.4,0.709,0.29
gen_OCHF2-_9Me-pu_pyrr_acryl,C=CC(=O)N1CCC2CN=c3c(ncn3C)=C(c3ccc(OC(F)F)cc3)N=C21,-5.559,OCHF2-phenyl,9Me-purine,pyrrolidine,acrylamide,399.4,0.727,0.364
gen_OCF3-p_9Me-pu_pipe_acryl,C=CC(=O)N1CCC2CCN=c3c(ncn3C)=C(c3ccc(OC(F)(F)F)cc3)N=C21,-5.554,OCF3-phenyl,9Me-purine,piperidine,acrylamide,431.4,0.698,0.463
gen_OCHF2-_7-deaz_pipe_cyclo,O=C(C1CC1)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(OC(F)F)cc3)N=C21,-5.553,OCHF2-phenyl,7-deazapurine,piperidine,cyclopropanecarbonyl,412.4,0.838,0.206
gen_biphen_9Me-pu_pipe_acryl,C=CC(=O)N1CCC2CCN=c3c(ncn3C)=C(c3ccc(-c4ccccc4)cc3)N=C21,-5.552,biphenyl,9Me-purine,piperidine,acrylamide,423.5,0.608,0.322
"gen_Cl,F-p_thieno_pipe_acryl",C=CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(F)c(Cl)c3)N=C21,-5.541,"Cl,F-phenyl",thienopyrimidine,piperidine,acrylamide,401.9,0.713,0.24
gen_OCHF2-_thieno_pipe_cyclo,O=C(C1=CCC1)N1CCC2CCN=c3sccc3=C(c3ccc(OC(F)F)cc3)N=C21,-5.535,OCHF2-phenyl,thienopyrimidine,piperidine,cyclobutenylamide,441.5,0.729,0.266
gen_OCHF2-_9Me-pu_pipe_propi,C#CC(=O)N1CCC2CCN=c3c(ncn3C)=C(c3ccc(OC(F)F)cc3)N=C21,-5.515,OCHF2-phenyl,9Me-purine,piperidine,propiolamide,411.4,0.71,0.274
gen_CF3-ph_9Me-pu_pipe_acety,CC(=O)N1CCC2CCN=c3c(ncn3C)=C(c3ccc(C(F)(F)F)cc3)N=C21,-5.513,CF3-phenyl,9Me-purine,piperidine,acetyl,403.4,0.73,0.281
gen_OCF3-p_thieno_pipe_propi,C#CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(OC(F)(F)F)cc3)N=C21,-5.512,OCF3-phenyl,thienopyrimidine,piperidine,propiolamide,431.4,0.687,0.293
"gen_Cl,F-p_9Me-pu_pipe_acety",CC(=O)N1CCC2CCN=c3c(ncn3C)=C(c3ccc(F)c(Cl)c3)N=C21,-5.506,"Cl,F-phenyl",9Me-purine,piperidine,acetyl,387.8,0.747,0.245
gen_biphen_9Me-pu_pipe_fluor,C=C(F)C(=O)N1CCC2CCN=c3c(ncn3C)=C(c3ccc(-c4ccccc4)cc3)N=C21,-5.489,biphenyl,9Me-purine,piperidine,fluoroacrylamide,441.5,0.587,0.261
gen_OCHF2-_thieno_pipe_acety,CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(OC(F)F)cc3)N=C21,-5.481,OCHF2-phenyl,thienopyrimidine,piperidine,acetyl,403.5,0.791,0.221
gen_OCHF2-_9Me-pu_pyrr_acety,CC(=O)N1CCC2CN=c3c(ncn3C)=C(c3ccc(OC(F)F)cc3)N=C21,-5.476,OCHF2-phenyl,9Me-purine,pyrrolidine,acetyl,387.4,0.791,0.289
gen_OCF3-p_9Me-pu_pyrr_acety,CC(=O)N1CCC2CN=c3c(ncn3C)=C(c3ccc(OC(F)(F)F)cc3)N=C21,-5.464,OCF3-phenyl,9Me-purine,pyrrolidine,acetyl,405.4,0.758,0.386
gen_SF5-ph_9Me-pu_pipe_acety,CC(=O)N1CCC2CCN=c3c(ncn3C)=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,-5.464,SF5-phenyl,9Me-purine,piperidine,acetyl,461.5,0.643,0.253
"gen_Cl,F-p_9Me-pu_pipe_acryl",C=CC(=O)N1CCC2CCN=c3c(ncn3C)=C(c3ccc(F)c(Cl)c3)N=C21,-5.445,"Cl,F-phenyl",9Me-purine,piperidine,acrylamide,399.9,0.723,0.315
gen_CF3-ph_9Me-pu_pyrr_cyclo,Cn1cnc2c1=NCC1CCN(C(=O)C3CC3)C1=NC=2c1ccc(C(F)(F)F)cc1,-5.444,CF3-phenyl,9Me-purine,pyrrolidine,cyclopropanecarbonyl,415.4,0.752,0.278
"gen_Cl,F-p_9Me-pu_pyrr_fluor",C=C(F)C(=O)N1CCC2CN=c3c(ncn3C)=C(c3ccc(F)c(Cl)c3)N=C21,-5.426,"Cl,F-phenyl",9Me-purine,pyrrolidine,fluoroacrylamide,403.8,0.717,0.25
gen_biphen_9Me-pu_pipe_cyclo,Cn1cnc2c1=NCCC1CCN(C(=O)C3=CCC3)C1=NC=2c1ccc(-c2ccccc2)cc1,-5.418,biphenyl,9Me-purine,piperidine,cyclobutenylamide,449.6,0.616,0.307
gen_OCF3-p_7-deaz_pipe_acryl,C=CC(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(OC(F)(F)F)cc3)N=C21,-5.371,OCF3-phenyl,7-deazapurine,piperidine,acrylamide,416.4,0.782,0.384
gen_OCHF2-_thieno_pipe_acryl,C=CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(OC(F)F)cc3)N=C21,-5.359,OCHF2-phenyl,thienopyrimidine,piperidine,acrylamide,415.5,0.721,0.28
gen_OCF3-p_9Me-pu_pipe_cyclo,Cn1cnc2c1=NCCC1CCN(C(=O)C3CC3)C1=NC=2c1ccc(OC(F)(F)F)cc1,-5.352,OCF3-phenyl,9Me-purine,piperidine,cyclopropanecarbonyl,445.4,0.727,0.372
gen_OCHF2-_thieno_pipe_fluor,C=C(F)C(=O)N1CCC2CCN=c3sccc3=C(c3ccc(OC(F)F)cc3)N=C21,-5.323,OCHF2-phenyl,thienopyrimidine,piperidine,fluoroacrylamide,433.5,0.695,0.214
gen_CF3-ph_thieno_pipe_acryl,C=CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,-5.308,CF3-phenyl,thienopyrimidine,piperidine,acrylamide,417.5,0.691,0.275
gen_OCF3-p_thieno_pipe_acryl,C=CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(OC(F)(F)F)cc3)N=C21,-5.179,OCF3-phenyl,thienopyrimidine,piperidine,acrylamide,433.5,0.698,0.386
gen_OCHF2-_9Me-pu_pipe_cyclo,Cn1cnc2c1=NCCC1CCN(C(=O)C3=CCC3)C1=NC=2c1ccc(OC(F)F)cc1,-5.179,OCHF2-phenyl,9Me-purine,piperidine,cyclobutenylamide,439.5,0.733,0.344
gen_CN-phe_thieno_pipe_acryl,C=CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(C#N)cc3)N=C21,-5.055,CN-phenyl,thienopyrimidine,piperidine,acrylamide,374.5,0.757,0.234
